sequence,id
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",3b53bb8f-85ca-4974-862f-d0e6cdaa3afc
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",f93ba0b2-0afb-4713-a3bf-8cb70823008a
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",2683e3fc-10cd-43d8-a849-4dc973f4d869
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",cf6a4ad8-3a88-4ad0-8668-fcc2c65c2485
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}]",085951a8-5f13-43d5-9580-d55066ecf6dc
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}]",f7633d9f-919b-4abc-8181-b6f0d4e165a2
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",bef90070-8319-4c83-a408-868f04b4248a
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",dfa48480-e9c5-4e5d-af36-94fcfe02a5b5
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",1b8a596b-a5fd-415d-a2e1-e786f388c117
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}]",71718026-358c-468f-a08f-681912bd37c1
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-2'}]",b5968157-2e61-40bf-8573-445563d0ddd1
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",3d90820f-bc51-4947-9828-5b92ae0933cd
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}]",a2e387f7-6915-4374-b56b-69a504f1db7c
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",0761efa7-ac06-4817-85de-e6fe0aa93eeb
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-2'}]",66221bbd-813d-460a-b9ee-dfb5d372c57e
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",24aa7beb-fb62-4c6e-93d5-c49334b66c14
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}]",059d8fa7-fc53-4519-8cbf-c65e4b5f93d6
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",89a47dd1-54c5-478b-9e1e-4e261c6e9389
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",bf032ac6-5092-4ea6-8377-1f30e5e703dd
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",e5af8a5f-da2d-4f87-a762-7c410af53235
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",3d741aad-6837-4f7b-8264-b8c8f8564f35
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '1'}]",6c99c7eb-3c1b-4419-aa0d-b86883a684d8
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '2'}]",7d65ebc7-ac81-4acf-8dbe-54d779453e92
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",4b2ae051-f79a-4c3a-b342-0a985b61e3f0
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",cd1566ad-a49c-4bbf-8ff5-6149190f47d1
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}]",01598a91-5977-42e0-b010-728b6d2c6b6c
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}]",92956b4c-af1a-40c0-846c-261c59d44df1
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",038e04f2-cf86-4fd4-9010-c5d43d684afe
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",f04d0b74-2d40-45eb-8d04-16491ebca8f6
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}]",0b1ccb6a-b00c-460f-b24b-96767a7c85c8
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",c53e9bbd-aaea-452b-b9bc-cc053bac47aa
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",fa83932d-35eb-4063-a0b1-d620a0a54604
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",87e4a470-786e-4e0f-910c-a809760a973d
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}]",03e8a7c9-c639-4039-b2ca-d94556e8cc89
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}]",154e1547-f514-45c3-b4b2-a1afac36c89e
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}]",60cd31e7-c8c2-4649-8632-88cf46f137f4
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}]",bbdf2809-69c5-4229-9047-6941bfee759b
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '1'}]",56d3f0e1-61e6-402d-8cb0-bef79ced2c4d
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",7b80e11b-eb70-405a-81e5-d643960dec35
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}]",741164e8-6bbc-4971-8eba-472bc579e591
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}]",fa50ee35-5bc0-434c-a1aa-f90c51fde662
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",04465844-2a23-4b45-89bb-786b9e34993b
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}]",8d64ddea-03d3-450f-828d-7d213be0710f
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",796ddc42-1a41-4739-9ab5-b3509032b3a1
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}]",85e9b00b-67d8-4286-984b-becba2d2041e
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}]",be96197d-9432-4703-87d1-ed9693ddcc20
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '-1'}]",16a651cb-e80f-428b-8c0c-f4e1f9033ddf
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}]",94dae164-f0af-432f-b53c-65040105375f
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",c6532d13-c94f-4e94-9175-94e2b0f152fe
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}]",cfd297b7-10d3-422b-925a-06f74d048ea4
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}]",25fe5992-1385-483d-a090-ea26e23cc39c
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}]",1dcbec11-38d9-4b12-9788-d75dcab46f67
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}]",ca1e6f01-adb1-42d7-8f00-323b8a24600d
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",11ca43e8-bd50-4c8b-b63b-fd1544cb84cb
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",d8c68500-eb6f-4605-8924-b80a5c1fec62
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",b5353481-6034-4123-9da1-29b22c05e922
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",a5b70738-b3e1-449f-bdfd-a98fbabde2d3
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",dbac4d00-bb48-4da9-8694-e5db03bd45cf
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}]",0afda6e4-d445-4032-b68f-70462c0e329a
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}]",24e287aa-03fa-4aca-bbd8-1f8b9a0e867a
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '2'}]",b2c1b2c2-ecb6-443e-b250-1ee661f5b435
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '2'}]",84be9c8b-2a8f-4885-af8f-b6245fa822ed
"[{'duration': '2', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '2', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '2', 'pitchStep': 'A', 'pitchOctave': '3', 'pitchAlter': '-1'}]",7c76e929-9aac-4604-96cd-df2b1ae1caaa
"[{'duration': '2', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '2', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '2', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}]",e6f450cd-e924-474e-8df1-a11e463d6300
